original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
"1 bag TJ's Organic Tuscan Kale, stems removed",Organic Tuscan Kale,0.995798,1.0,1 bag,bag,0.998915,stems removed,0.999541,Spicy Sausage and Kale Soup,Dinner,Fresh,0.3443881273269653,Unknown,Cream and Creamy Cheeses,0.0686729624867439,Cheese,"Slices, Shreds, Crumbles",0.0585368052124977,Cheese
"12 cloves TJ's Premium Peeled Garlic, minced",Premium Peeled Garlic,0.93978,12.0,12 cloves,cloves,0.880272,minced,0.999419,Slow Cooker Chicken Chile Verde,Dinner,Fresh,0.1524890661239624,Unknown,Spices,0.1458953619003296,For the Pantry,"Slices, Shreds, Crumbles",0.0717763006687164,Cheese
"1 bag TJ's Frozen Mélange &agrave; Trois (Red, Yellow & Green Bell Pepper Strips)",Frozen Mélange à Trois,0.999049,1.0,1 bag,bag,0.999043,Yellow,0.477028,Sheet Pan Fajitas,Dinner,Cool Desserts,0.1259560883045196,From The Freezer,Fresh,0.1115113720297813,Unknown,Appetizers,0.055473081767559,From The Freezer
1/3 cup finely shredded TJ's Cheddar with Caramelized Onions,Cheddar with Caramelized Onions,0.999481,0.3333333333333333,1/3 cups,cup,0.99985,finely shredded,0.998144,Sassy Stuffed Sliders,Dinner,Cream and Creamy Cheeses,0.1199525743722915,Cheese,"Slices, Shreds, Crumbles",0.1027435064315795,Cheese,"BBQ, Pasta, Simmer",0.0977593436837196,"Dips, Sauces & Dressings"
"4 slices TJ's Fully Cooked Uncured Bacon, chopped",Fully Cooked Uncured Bacon,0.997245,4.0,4 slices,slices,0.99975,chopped,0.999015,Sassy Stuffed Sliders,Dinner,Cooked or Processed,0.2541916370391845,Unknown,Smoked or Processed,0.1622718721628189,Unknown,Fresh,0.0795448794960975,Unknown
"6 Tablespoons TJ’s Organic Flake Coconut, divided",Organic Flake Coconut,0.998701,6.0,6 Tablespoons,Tablespoons,0.999674,divided,0.999781,Coconut Cold Brew Ice Pops,Desserts,"Slices, Shreds, Crumbles",0.1763527393341064,Cheese,Shellfish,0.1586220860481262,Unknown,Fresh,0.141432523727417,Unknown
"1 3/4 cup TJ’s Non-Dairy Coconut Beverage (Vanilla Flavor), divided",Non-Dairy Coconut Beverage (Vanilla Flavor),0.9871,1.75,1 3/4 cups,cup,0.999919,divided,0.99973,Coconut Cold Brew Ice Pops,Desserts,Milk & Cream,0.1341716349124908,Dairy & Eggs,Cream and Creamy Cheeses,0.0649652183055877,Cheese,Shelf Stable Foods,0.0631999224424362,Unknown
"2 cloves TJ's Garlic, minced",Garlic,0.989111,2.0,2 cloves,cloves,0.993554,minced,0.999365,Linguine Limone Alfredo with Shrimp,Dinner,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"2 bags TJ's Roasted & Mashed Sweet Potatoes (seasonally available), defrosted",Roasted & Mashed Sweet Potatoes,0.982039,2.0,2 bags,bag,0.999559,defrosted,0.991796,Willie’s Sweet Potato Pie,Desserts,Fresh,0.1526156365871429,Unknown,Cooked or Processed,0.063821330666542,Unknown,"Nuts, Dried Fruits, Seeds",0.0563618019223213,Snacks & Sweets
"1 stick TJ's Unsalted Butter, melted",Unsalted Butter,0.997327,1.0,1 stick,stick,0.999026,melted,0.999267,Willie’s Sweet Potato Pie,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
1/3 cup finely chopped TJ's Uncrystallized Candied Ginger Pieces,Uncrystallized Candied Ginger Pieces,0.997283,0.3333333333333333,1/3 cups,cup,0.99992,finely chopped,0.999491,Tropical Banana Bread,Desserts,"Slices, Shreds, Crumbles",0.2231871634721756,Cheese,Refrigerated Dough,0.0555031225085258,Unknown,Candies & Cookies,0.044418130069971,Snacks & Sweets
"1 stick (4 oz) TJ's Salted Butter, melted",Salted Butter,0.992367,1.0,1 stick,stick,0.998015,melted,0.998031,Tahini Caramel Brownies,Desserts,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"1/4 cup TJ's Fleur de Sel Caramel Sauce, warmed in the microwave",Fleur de Sel Caramel Sauce,0.999563,0.25,1/4 cups,cup,0.99995,warmed in the microwave,0.997909,Tahini Caramel Brownies,Desserts,Cream and Creamy Cheeses,0.0866914838552475,Cheese,Refrigerated Dough,0.0532399527728557,Unknown,"BBQ, Pasta, Simmer",0.0449267588555812,"Dips, Sauces & Dressings"
"1 package TJ's Plain Bagels, sliced in half",Plain Bagels,0.999088,1.0,1 package,package,0.999858,sliced in half,0.998478,Spicy Chicken Sandwich,Breakfast & Lunch,Fresh,0.3162808716297149,Unknown,Bagels,0.1932155489921569,Bakery,Shelf Stable Foods,0.0317954942584037,Unknown
"4 tablespoons TJ's Mayonnaise, divided",Mayonnaise,0.99824,4.0,4 tablespoons,tablespoon,0.999954,divided,0.999631,Spicy Chicken Sandwich,Breakfast & Lunch,Yogurt,0.0820459127426147,Dairy & Eggs,Fresh,0.0712828636169433,Unknown,Spices,0.0536277256906032,For the Pantry
"4 tablespoons TJ's Sriracha Sauce, divided",Sriracha Sauce,0.998877,4.0,4 tablespoons,tablespoon,0.99998,divided,0.999433,Spicy Chicken Sandwich,Breakfast & Lunch,Spices,0.0890516936779022,For the Pantry,Appetizers,0.0563018471002578,From The Freezer,Oils & Vinegars,0.0558659955859184,For the Pantry
"2 slices TJ's Uncured Dry Rubbed Sliced Bacon, cooked",Uncured Dry Rubbed Sliced Bacon,0.999428,2.0,2 slices,slices,0.999704,cooked,0.999048,Cocoa Peanut Butter Bacon Bagel,Breakfast & Lunch,Smoked or Processed,0.2053787857294082,Unknown,"Slices, Shreds, Crumbles",0.1685710698366165,Cheese,Fresh,0.0978909283876419,Unknown
"1 stick TJ's Unsalted Butter, softened to room temperature",Unsalted Butter,0.99598,1.0,1 stick,stick,0.9983,softened to room temperature,0.999985,Rumble Cakes,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 package TJ's Chocolate Chip Cookie Dough, softened to room temperature",Chocolate Chip Cookie Dough,0.99868,1.0,1 package,package,0.999804,softened to room temperature,0.999987,Rumble Cakes,Desserts,Bakery,0.1843079179525375,Unknown,Refrigerated Dough,0.1234699934720993,Unknown,"Chips, Crackers & Crunchy Bites",0.0416335985064506,Snacks & Sweets
"6 slices of your favorite TJ's Multigrain Bread (toasted or untoasted, your call)",your favorite Multigrain Bread,0.962923,6.0,6 slices,slices,0.998336,toasted or untoasted,0.949354,Turkey Salad Sandwich,Lunch,Sliced Bread,0.1523623764514923,Bakery,Pastas & Grains,0.1201514303684234,For the Pantry,Cereals,0.0896918922662735,For the Pantry
"3-4 leaves TJ's Organic Romaine Hearts, rinsed and torn into pieces",Organic Romaine Hearts,0.952507,3.0,3-4 leaf,leaf,0.906094,rinsed and torn into pieces,0.999859,Turkey Salad Sandwich,Lunch,Fresh,0.1959803998470306,Unknown,Cream and Creamy Cheeses,0.1231481060385704,Cheese,"Slices, Shreds, Crumbles",0.0740638300776481,Cheese
"1 box (8 pieces) TJ's Toaster Waffles, heated",Toaster Waffles,0.995997,1.0,1 box,box,0.998086,heated,0.993328,Yogurt Crunch Waffle,Breakfast,"Slices, Shreds, Crumbles",0.0522755272686481,Cheese,Cool Desserts,0.0513348095118999,From The Freezer,"Chips, Crackers & Crunchy Bites",0.0455618053674697,Snacks & Sweets
"1 16oz container TJ's Strawberries, hulled and sliced top to bottom",Strawberries,0.934852,1.0,1 container,container,0.954445,hulled and sliced top to bottom,0.989522,Yogurt Crunch Waffle,Breakfast,Fresh Fruits,0.133504644036293,Unknown,Fresh,0.1255398243665695,Unknown,Cream and Creamy Cheeses,0.0646862834692001,Cheese
"1 can TJ's Tuna in Olive Oil, drained",Tuna in Olive Oil,0.999798,1.0,1 can,can,0.999622,drained,0.996599,Tuna Salad Pita,Lunch,Shellfish,0.1865590363740921,Unknown,Smoked,0.1371576339006424,Unknown,Fresh,0.0820692926645279,Unknown
2 Tbsp diced TJ's Cornichons,Cornichons,0.840812,2.0,2 Tbsps,Tbsps,0.989915,diced,0.70935,Tuna Salad Pita,Lunch,Fresh,0.2308414578437805,Unknown,Cream and Creamy Cheeses,0.053579781204462,Cheese,"Slices, Shreds, Crumbles",0.042281299829483,Cheese
1 pound TJ's frozen shrimp 70-110 medium peeled,frozen shrimp,0.995114,1.0,1 pound,pound,0.999934,peeled,0.997516,Tropical Shrimp Salad,Lunch,Shellfish,0.4815553724765777,Unknown,Smoked,0.1114765629172325,Unknown,Fresh,0.0585569404065609,Unknown
"2 Tbsp. fresh cilantro, minced",fresh cilantro,0.994001,2.0,2 Tbsps,Tbsps,0.999954,minced,0.998782,Tropical Shrimp Salad,Lunch,Fresh,0.958101212978363,Unknown,Veggies,0.0029177302494645,Fresh Fruits & Veggies,Fresh Vegetables,0.0026303194463253,Unknown
"1 cup frozen peaches, thawed",frozen peaches,0.996124,1.0,1 cup,cup,0.999959,thawed,0.981577,Tropical Shrimp Salad,Lunch,Cool Desserts,0.102585382759571,From The Freezer,Fruits,0.0837560892105102,Fresh Fruits & Veggies,Appetizers,0.0601449385285377,From The Freezer
"1 cup TJ's Shaved Cheese Blend, divided",Shaved Cheese Blend,0.999235,1.0,1 cup,cup,0.999917,divided,0.999253,Soy Chorizo Frittata,Breakfast,Cream and Creamy Cheeses,0.8601970672607422,Cheese,"Slices, Shreds, Crumbles",0.0361905097961425,Cheese,Smoked or Processed,0.0071469531394541,Unknown
1/2 cup diced TJ's Red Onion,Red Onion,0.990179,0.5,1/2 cups,cup,0.999512,diced,0.973243,Soy Chorizo Frittata,Breakfast,Fresh,0.1937725841999054,Unknown,Fresh Vegetables,0.0989869236946106,Unknown,Cool Desserts,0.0613526366651058,From The Freezer
"1/2 link TJ's Soy Chorizo, casing removed and crumbled",Soy Chorizo,0.999339,0.5,1/2 links,links,0.999844,casing removed and crumbled,0.999621,Soy Chorizo Frittata,Breakfast,Salsa & Hot Sauce,0.1505263000726699,"Dips, Sauces & Dressings",Fresh,0.0742764547467231,Unknown,Yogurt,0.0581264048814773,Dairy & Eggs
1/2 cup sliced TJ's Mini Pearl Grape Tomatoes (garnish),Mini Pearl Grape Tomatoes (garnish),0.936644,0.5,1/2 cups,cup,0.999611,sliced,0.980277,Soy Chorizo Frittata,Breakfast,Cream and Creamy Cheeses,0.2418918162584304,Cheese,Fresh,0.1555807590484619,Unknown,"Slices, Shreds, Crumbles",0.0609903410077095,Cheese
1 Tablespoon chopped TJ's Cilantro (garnish),Cilantro (garnish),0.833377,1.0,1 Tablespoon,Tablespoon,0.998069,chopped,0.789425,Soy Chorizo Frittata,Breakfast,Fresh,0.1221951320767402,Unknown,Smoked or Processed,0.0727182701230049,Unknown,Cream and Creamy Cheeses,0.0583508238196373,Cheese
"1 can TJ's Yellowfin Tuna in Olive Oil, drained",Yellowfin Tuna in Olive Oil,0.9967,1.0,1 can,can,0.999763,drained,0.996599,Stuffed Avocado,Lunch,Shellfish,0.392256885766983,Unknown,Smoked,0.1282177120447158,Unknown,Fresh,0.0468817688524723,Unknown
1 Tbsp diced TJ's Red Onion,Red Onion,0.858758,1.0,1 Tbsp,Tbsp,0.994293,diced,0.587923,Stuffed Avocado,Lunch,Fresh,0.1937725841999054,Unknown,Fresh Vegetables,0.0989869236946106,Unknown,Cool Desserts,0.0613526366651058,From The Freezer
1 Tbsp diced TJ's Red Bell Pepper,Red Bell Pepper,0.943378,1.0,1 Tbsp,Tbsp,0.992646,diced,0.788809,Stuffed Avocado,Lunch,Fresh,0.3250541985034942,Unknown,Fresh Fruits,0.0551961064338684,Unknown,Spices,0.0533673763275146,For the Pantry
1 tsp minced TJ's Parsley,Parsley,0.984114,1.0,1 tsp,teaspoon,0.998016,minced,0.96873,Stuffed Avocado,Lunch,Fresh,0.1060604825615882,Unknown,"Slices, Shreds, Crumbles",0.0824857801198959,Cheese,Fresh Fruits,0.0794248580932617,Unknown
"4 Tbsp TJ’s Walnuts, crushed",Walnuts,0.979906,4.0,4 Tbsps,Tbsps,0.997595,crushed,0.997804,Omega Bagel,Breakfast,Fresh,0.2575060129165649,Unknown,"Nuts, Dried Fruits, Seeds",0.0806082561612129,Snacks & Sweets,"Slices, Shreds, Crumbles",0.0762260779738426,Cheese
"1 bag TJ’s Tricolor Peppers, rinsed and dried",Tricolor Peppers,0.998938,1.0,1 bag,bag,0.999788,rinsed and dried,0.996642,Sausage & Veggies,Lunch,Fresh,0.1574835181236267,Unknown,Spices,0.1568453907966613,For the Pantry,Fresh Vegetables,0.0503268055617809,Unknown
"1 bag TJ’s Organic Broccoli Florets, rinsed and dried",Organic Broccoli Florets,0.994054,1.0,1 bag,bag,0.999274,rinsed and dried,0.993071,Sausage & Veggies,Lunch,Fruits,0.1501253098249435,Fresh Fruits & Veggies,Fresh Fruits,0.076967217028141,Unknown,"Slices, Shreds, Crumbles",0.0732932239770889,Cheese
"3 tablespoons TJ’s Extra Virgin Olive Oil, divided",Extra Virgin Olive Oil,0.999732,3.0,3 tablespoons,tablespoon,0.999933,divided,0.999506,Sausage & Veggies,Lunch,Cream and Creamy Cheeses,0.2333608120679855,Cheese,Fresh,0.1142401322722435,Unknown,Refrigerated Dough,0.0842378661036491,Unknown
"2 teaspoons TJ’s 21 Seasoning Salute, divided",21 Seasoning Salute,0.844967,2.0,2 teaspoons,teaspoon,0.999909,divided,0.99948,Sausage & Veggies,Lunch,Dressing & Seasoning,0.7557752132415771,"Dips, Sauces & Dressings",Spices,0.0262576639652252,For the Pantry,"Nuts, Dried Fruits, Seeds",0.0168845523148775,Snacks & Sweets
"1 teaspoon TJ's Sea Salt, divided",Sea Salt,0.9973,1.0,1 teaspoon,teaspoon,0.999973,divided,0.999748,Sausage & Veggies,Lunch,Shellfish,0.3651342391967773,Unknown,Fresh,0.1034722328186035,Unknown,Smoked,0.0910309180617332,Unknown
"1 package TJ's Frozen Brown Rice, microwaved according to package directions",Frozen Brown Rice,0.997933,1.0,1 package,package,0.999551,microwaved according to package directions,0.99622,Roasted Veggie Bowl,Lunch,Fresh,0.1802841871976852,Unknown,Fresh Vegetables,0.1515587419271469,Unknown,Shellfish,0.0455051399767398,Unknown
"1 package TJ's Gourmet Pie Crusts, defrosted in the refrigerator",Gourmet Pie Crusts,0.999599,1.0,1 package,package,0.999811,defrosted in the refrigerator,0.998014,Curry Chicken Pot Pie,Dinner,"Slices, Shreds, Crumbles",0.1132695749402046,Cheese,Refrigerated Dough,0.0646932050585746,Unknown,"Salads, Soups & Sides",0.0577064640820026,Fresh Prepared Foods
1/2 cup diced TJ's Yellow Onion,Yellow Onion,0.972702,0.5,1/2 cups,cup,0.999597,diced,0.923135,Curry Chicken Pot Pie,Dinner,Fresh,0.2187245041131973,Unknown,Fresh Vegetables,0.1540579944849014,Unknown,Cream and Creamy Cheeses,0.0458050370216369,Cheese
4 cups shredded TJ's Zucchini (4-5 medium zucchinis),Zucchini zucchinis,0.696596,4.0,4 cups,cup,0.999066,shredded,0.977276,Mozzarella & Roasted Corn Egg Bake,Breakfast,Fresh,0.2761092483997345,Unknown,Cream and Creamy Cheeses,0.0795253664255142,Cheese,"Slices, Shreds, Crumbles",0.0777442157268524,Cheese
"1 1/2 teaspoons TJ's Sea Salt, divided",Sea Salt,0.998658,1.5,1 1/2 teaspoons,teaspoon,0.999979,divided,0.999748,Mozzarella & Roasted Corn Egg Bake,Breakfast,Shellfish,0.3651342391967773,Unknown,Fresh,0.1034722328186035,Unknown,Smoked,0.0910309180617332,Unknown
"3 Tablespoons TJ's Unsalted Butter, divided",Unsalted Butter,0.998635,3.0,3 Tablespoons,Tablespoons,0.99994,divided,0.999901,Mozzarella & Roasted Corn Egg Bake,Breakfast,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"2 cups frozen TJ's Roasted Corn, defrosted",frozen Roasted Corn,0.988863,2.0,2 cups,cup,0.999969,defrosted,0.987384,Mozzarella & Roasted Corn Egg Bake,Breakfast,Fresh,0.50081866979599,Unknown,Cooked or Processed,0.0705005228519439,Unknown,Smoked or Processed,0.0459026657044887,Unknown
"2 Tablespoons chopped TJ's Cilantro, plus more for garnish",Cilantro,0.969312,2.0,2 Tablespoons,Tablespoons,0.99931,chopped,0.961567,Mozzarella & Roasted Corn Egg Bake,Breakfast,Fresh,0.3388896584510803,Unknown,Fresh Fruits,0.0403364561498165,Unknown,Smoked or Processed,0.0336078628897666,Unknown
"3 tablespoons TJ's Ghee, melted",Ghee,0.996011,3.0,3 tablespoons,tablespoon,0.999947,melted,0.998363,Citrusy Baked Oatmeal,Breakfast,Fresh,0.3792383074760437,Unknown,Fresh Vegetables,0.0718155950307846,Unknown,"Slices, Shreds, Crumbles",0.023664403706789,Cheese
"3/4 to 1 block TJ's Unexpected Cheddar, shredded and divided (you'll have about 2 cups shredded)",Unexpected Cheddar,0.998265,0.75,3/4-1 block,block,0.999685,"shredded and divided, shredded",0.837715,Cheesy Tot Breakfast Bake,Breakfast,Fresh,0.0692733004689216,Unknown,"BBQ, Pasta, Simmer",0.064383253455162,"Dips, Sauces & Dressings",Cream and Creamy Cheeses,0.0577364563941955,Cheese
"3 slices TJ's Fully Cooked Bacon, diced, for garnish (optional)",Fully Cooked Bacon,0.996411,3.0,3 slices,slices,0.999774,diced,0.993766,Cheesy Tot Breakfast Bake,Breakfast,Cooked or Processed,0.2346866875886917,Unknown,Smoked or Processed,0.1389003694057464,Unknown,Fresh,0.0604871436953544,Unknown
"1 package TJ's Pie Crusts, thawed according to package directions",Pie Crusts,0.999421,1.0,1 package,package,0.999791,thawed according to package directions,0.998477,Palak Paneer Pasties,Lunch,"Slices, Shreds, Crumbles",0.3476638197898865,Cheese,Cream and Creamy Cheeses,0.0510081350803375,Cheese,Bakery,0.0507977493107318,Unknown
"1/2 bag TJ's Dry Roasted & Salted Pistachios, shelled",Dry Roasted & Salted Pistachios,0.981844,0.5,1/2 bags,bag,0.999773,shelled,0.99775,Chocolate Truffles,Desserts,Fresh,0.1182505786418914,Unknown,Cooked or Processed,0.1004638373851776,Unknown,Refrigerated Dough,0.0490690656006336,Unknown
"1 package TJ's Cream Cheese, quartered and softened",Cream Cheese,0.999384,1.0,1 package,package,0.999815,quartered and softened,0.999899,Fig Butter Cream Cheese Bagel,Breakfast,Cream and Creamy Cheeses,0.8696893453598022,Cheese,"Slices, Shreds, Crumbles",0.0213078428059816,Cheese,"Wedges, Wheels, Loaves, Logs",0.0131911356002092,Cheese
"1 bag TJ's Organic Wild Blueberries, thawed and divided",Organic Wild Blueberries,0.995368,1.0,1 bag,bag,0.999227,thawed and divided,0.999618,Blueberry Protein Pancakes,Breakfast,Fresh,0.3300172388553619,Unknown,Fresh Fruits,0.0826316773891449,Unknown,Veggies,0.0743241086602211,Fresh Fruits & Veggies
"1 package TJ's Baby Bok Choy, rinsed and trimmed",Baby Bok Choy,0.998557,1.0,1 package,package,0.999878,rinsed and trimmed,0.999877,Mushroom Miso Soup,Dinner,Fresh,0.8052963614463806,Unknown,Yogurt,0.0104558626189827,Dairy & Eggs,Cool Desserts,0.009690873324871,From The Freezer
"1 package (16 oz.) TJ's Organic Extra Firm Sprouted Tofu, cut into bite-size pieces",Organic Extra Firm Sprouted Tofu,0.997898,1.0,1 package,package,0.999608,cut into bite-size pieces,0.999886,Mushroom Miso Soup,Dinner,Fresh,0.2045458704233169,Unknown,"Slices, Shreds, Crumbles",0.1290749907493591,Cheese,"BBQ, Pasta, Simmer",0.0499782711267471,"Dips, Sauces & Dressings"
"2 tablespoons TJ's Salted Butter, divided",Salted Butter,0.99002,2.0,2 tablespoons,tablespoon,0.999961,divided,0.999746,Basic Breakfast Sandwich,Breakfast,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"1 lb leftover cooked TJ's Turkey, diced",leftover cooked Turkey,0.893178,1.0,1 lb,pound,0.99963,diced,0.999766,Classic Turkey Pot Pie,Dinner,Cooked or Processed,0.2139765173196792,Unknown,Fresh,0.1899100691080093,Unknown,Smoked or Processed,0.044720709323883,Unknown
"1 box TJ's Pie Crusts, both crusts defrosted",Pie Crusts,0.998713,1.0,1 box,box,0.999465,both crusts defrosted,0.940379,Classic Turkey Pot Pie,Dinner,"Slices, Shreds, Crumbles",0.3476638197898865,Cheese,Cream and Creamy Cheeses,0.0510081350803375,Cheese,Bakery,0.0507977493107318,Unknown
"1 stick TJ's Butter, melted",Butter,0.99851,1.0,1 stick,stick,0.999225,melted,0.998358,Pumpkin Pie,Desserts,Butter,0.1689939200878143,Dairy & Eggs,"Wedges, Wheels, Loaves, Logs",0.0922044217586517,Cheese,Nut Butters & Fruit Spreads,0.0814397186040878,For the Pantry
"1 package TJ's Uncured Apple Smoked Bacon (or your favorite TJ's Bacon), chopped",Uncured Apple Smoked Bacon,0.999334,1.0,1 package,package,0.999854,chopped,0.998855,Bacon Apple Sweet Potato Hash,Breakfast,Smoked or Processed,0.5946135520935059,Unknown,Fresh,0.0587386600673198,Unknown,Refrigerated Dough,0.0292118117213249,Unknown
"2 cups (1 jar) TJ's Creamy Salted Peanut Butter, stirred",Creamy Salted Peanut Butter,0.996408,2.0,2 cups,cup,0.999823,stirred,0.983185,Preposterously Peanut Butter Cup Cookies,Desserts,Refrigerated Dough,0.1600878834724426,Unknown,Cream and Creamy Cheeses,0.0937110856175422,Cheese,Fresh,0.0838624387979507,Unknown
"1 cup TJ's Cinnamon Graham Crackers, crumbled",Cinnamon Graham Crackers,0.998478,1.0,1 cup,cup,0.999963,crumbled,0.998602,Peppermint S'mores Cake,Desserts,"Chips, Crackers & Crunchy Bites",0.8585848808288574,Snacks & Sweets,Fresh,0.0140932835638523,Unknown,Fresh Fruits,0.0065592536702752,Unknown
"2 sticks (1 cup) TJ's Unsalted Butter, melted and divided",Unsalted Butter,0.994533,2.0,2 sticks,sticks,0.99502,melted and divided,0.999955,Peppermint S'mores Cake,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 teaspoon TJ's Ginger, grated",Ginger,0.999622,1.0,1 teaspoon,teaspoon,0.999944,grated,0.998976,Cashew Chicken Lettuce Wraps,Dinner,Spices,0.1048303842544555,For the Pantry,Cool Desserts,0.0704292505979538,From The Freezer,Fresh,0.0620822384953498,Unknown
"1 package TJ's Chile & Garlic Cashews, chopped",Chile & Garlic Cashews,0.992765,1.0,1 package,package,0.999828,chopped,0.999092,Cashew Chicken Lettuce Wraps,Dinner,Fresh,0.0927726402878761,Unknown,Pastas & Grains,0.064253844320774,For the Pantry,Chicken & Turkey,0.0452782250940799,"Meat, Seafood & Plant-based"
"1 tablespoon TJ's Chives, chopped",Chives,0.998869,1.0,1 tablespoon,tablespoon,0.999943,chopped,0.998097,Cashew Chicken Lettuce Wraps,Dinner,Fresh,0.1251170039176941,Unknown,"Slices, Shreds, Crumbles",0.0920571014285087,Cheese,Fresh Fruits,0.0659191608428955,Unknown
"1 container TJ's Peanut Butter Cups, unwrapped",Peanut Butter Cups,0.977197,1.0,1 container,container,0.99075,unwrapped,0.9936,Peanut Butter Cup Brownies,Desserts,Nut Butters & Fruit Spreads,0.0945667549967765,For the Pantry,Refrigerated Dough,0.090214766561985,Unknown,Baking and Cooking,0.0580217204988002,Unknown
"2 boxes TJ's Pie Crusts, thawed",Pie Crusts,0.999383,2.0,2 boxes,boxes,0.999648,thawed,0.990323,Peach Slab Pie,Desserts,"Slices, Shreds, Crumbles",0.3476638197898865,Cheese,Cream and Creamy Cheeses,0.0510081350803375,Cheese,Bakery,0.0507977493107318,Unknown
"4 bags TJ's Peach Slices, thawed",Peach Slices,0.994972,4.0,4 bags,bag,0.999898,thawed,0.992691,Peach Slab Pie,Desserts,"Slices, Shreds, Crumbles",0.2873304784297943,Cheese,Sliced Bread,0.1103994473814964,Bakery,Fruits,0.0972935110330581,Fresh Fruits & Veggies
"1 package TJ's Pie Crusts, thawed according to package directions",Pie Crusts,0.999421,1.0,1 package,package,0.999791,thawed according to package directions,0.998477,Channa Masala Pasties,Lunch,"Slices, Shreds, Crumbles",0.3476638197898865,Cheese,Cream and Creamy Cheeses,0.0510081350803375,Cheese,Bakery,0.0507977493107318,Unknown
"4 pieces TJ's Fully Cooked Uncured Apple Smoked Bacon, chopped",Fully Cooked Uncured Apple Smoked Bacon,0.997292,4.0,4 pieces,pieces,0.999163,chopped,0.998483,Pizza Bagels,Lunch,Smoked or Processed,0.2968427240848541,Unknown,Cooked or Processed,0.1920676082372665,Unknown,Fresh,0.0461548678576946,Unknown
"3 cups TJ's French Sparkling Limeade, chilled",French Sparkling Limeade,0.998478,3.0,3 cups,cup,0.999941,chilled,0.996946,Cherry Citrus Punch,Beverages,Cream and Creamy Cheeses,0.0839918255805969,Cheese,Cool Desserts,0.0834593921899795,From The Freezer,Fresh Fruits,0.056876566261053,Unknown
"2 cups TJ's 100% Cherry Juice, chilled",100% Cherry Juice,0.996255,2.0,2 cups,cup,0.999955,chilled,0.995323,Cherry Citrus Punch,Beverages,Fresh Fruits,0.1459387242794037,Unknown,Fruits,0.0965637639164924,Fresh Fruits & Veggies,Milk & Cream,0.053620982915163,Dairy & Eggs
"3 cups TJ's Blanc de Blancs Sparkling wine (or TJ's Plain Sparkling Spring Water), chilled",Blanc de Blancs Sparkling wine Plain Sparkling Spring Water,0.777703,3.0,3 cups,cup,0.999927,chilled,0.999258,Cherry Citrus Punch,Beverages,Cream and Creamy Cheeses,0.290097028017044,Cheese,Fresh Fruits,0.0586121976375579,Unknown,"Slices, Shreds, Crumbles",0.0467185601592063,Cheese
2 tablespoons crumbled TJ's Freeze Dried Strawberries,Freeze Dried Strawberries,0.981458,2.0,2 tablespoons,tablespoon,0.999738,crumbled,0.93996,Chameleon Cooler,Beverages,Fresh,0.139799878001213,Unknown,Shellfish,0.0576980598270893,Unknown,Fresh Fruits,0.0541926734149456,Unknown
"1 Can TJ's Whole Kernel Corn, drained",Whole Kernel Corn,0.99854,1.0,1 Can,Can,0.99951,drained,0.997049,Enchilada Pie,Dinner,Fresh,0.629890501499176,Unknown,"Nuts, Dried Fruits, Seeds",0.030165446922183,Snacks & Sweets,"Slices, Shreds, Crumbles",0.0290503595024347,Cheese
"1 Can TJ's Organic Black Beans, drained",Organic Black Beans,0.995941,1.0,1 Can,Can,0.995684,drained,0.996077,Enchilada Pie,Dinner,Fresh,0.1352003514766693,Unknown,Fresh Vegetables,0.1311483979225158,Unknown,Cream and Creamy Cheeses,0.0959479361772537,Cheese
1 1/2 Cups TJ's Enchilada Sauce divided,Enchilada Sauce,0.987829,1.5,1 1/2 Cups,Cups,0.99959,divided,0.731298,Enchilada Pie,Dinner,Salsa & Hot Sauce,0.1724583357572555,"Dips, Sauces & Dressings",Cream and Creamy Cheeses,0.0807105079293251,Cheese,Dip/Spread,0.0460842214524745,"Dips, Sauces & Dressings"
