original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence
1 cup TJ's Corn (fresh or thawed from frozen),Corn,0.982776,1.0,1 cup,cup,0.999983,,
1 package TJ's Hearts of Palm Pasta,Hearts of Palm Pasta,0.999064,1.0,1 package,package,0.999901,,
1 package TJ's Asian Stir Fry Veggies,Asian Stir Fry Veggies,0.998919,1.0,1 package,package,0.999947,,
"1 package TJ's Firm Tofu, pressed and cubed",Firm Tofu,0.995658,1.0,1 package,package,0.999901,pressed and cubed,0.997074
1/4 cup TJ's Orange Juice,Orange Juice,0.999714,0.25,1/4 cups,cup,0.999957,,
1 package (16 oz) TJ's All Natural Ground Turkey,All Natural Ground Turkey,0.9996,1.0,1 package,package,0.999483,,
4 slices TJ's Sliced Aged Swiss Cheese,Sliced Aged Swiss Cheese,0.998142,4.0,4 slices,slices,0.999928,,
"TJ's Balsamic Glaze and/or Organic Yellow Mustard, whichever you prefer",Balsamic Glaze Organic Yellow Mustard,0.861008,,,,,,
Your favorite crunchy TJ's Salad Greens or Microgreens,Your favorite crunchy Salad Greens Microgreens,0.9471535,,,,,,
1 bag TJ's Frozen BBQ Chicken Teriyaki,Frozen BBQ Chicken Teriyaki,0.998071,1.0,1 bag,bag,0.999478,,
2 Tablespoons TJ's Coconut Oil,Coconut Oil,0.999856,2.0,2 Tablespoons,Tablespoons,0.999961,,
1 package Trader Joe's Organic Baked Teriyaki Tofu,Organic Baked Teriyaki Tofu,0.999781,1.0,1 package,package,0.99991,,
"1 cup TJs Organic Brown Sugar BBQ Sauce & Marinade, plus more to finish, if desired",TJs Organic Brown Sugar BBQ Sauce & Marinade,0.995917,1.0,1 cup,cup,0.999941,,
1/2 bag TJ's Soycutash,Soycutash,0.997091,0.5,1/2 bags,bag,0.999716,,
2 bags TJ's Organic Power to the Greens,Organic Power to the Greens,0.958066,2.0,2 bags,bag,0.998622,,
"Salt & pepper, to taste",Salt pepper,0.8034025,,,,,,
1 package TJ's Taquitos (Beef or Chicken),Taquitos,0.971806,1.0,1 package,package,0.99985,,
"2 cups TJ's Shredded Mexican Cheese Blend, divided",Shredded Mexican Cheese Blend,0.932323,2.0,2 cups,cup,0.99995,divided,0.999253
1/2 can TJ's Fire Roasted Diced Green Chiles,Fire Roasted Diced Green Chiles,0.996773,0.5,1/2 cans,cans,0.999863,,
1 bag (28 oz) TJ's Potato Medley,Potato Medley,0.997641,1.0,1 bag,bag,0.998839,,
2 Tablespoons coarsely chopped fresh TJ's Rosemary,fresh Rosemary,0.997693,2.0,2 Tablespoons,Tablespoons,0.999621,coarsely chopped,0.994241
TJ's Fresh Salmon Boneless Skinless Fillets (2 large fillets),Fresh Salmon Boneless Skinless Fillets,0.984904,,,,,,
"1 TJ's Lemon, sliced into wedges (garnish)",Lemon (garnish),0.887821,1.0,1,,0.999095,sliced into wedges,0.968505
"2 TJ's Tilapia Filets, defrosted according to package directions",Tilapia Filets,0.994704,2.0,2,,0.995261,defrosted according to package directions,0.998709
2 teaspoons TJ's Ghee,Ghee,0.998085,2.0,2 teaspoons,teaspoon,0.999952,,
TJ's Smoky Peach Salsa,Smoky Peach Salsa,0.998211,,,,,,
"TJ's Smoked Paprika, Sea Salt & Pepper",Smoked Paprika Sea Salt & Pepper,0.827632,,,,,,
"TJ's Lemons &Cilantro, for garnish",Lemons &Cilantro,0.995745,,,,,,
"You will also need Bamboo Skewers, soaked in water for at least 20 minutes",You will also need Bamboo Skewers,0.68318,,,,,soaked in water for at least 20 minutes,0.999309
1 package TJ's Spicy Italian Chicken Sausage (or any spicy TJ's Chicken Sausage),Spicy Italian Chicken Sausage,0.997027,1.0,1 package,package,0.999849,,
"1 teaspoon TJ's Spice of the World, Garlic Powder","Spice of the World, Garlic Powder",0.921055,1.0,1 teaspoon,teaspoon,0.999927,,
"1/2 teaspoon TJ's Spices of the World, Oregano","Spices of the World, Oregano",0.962646,0.5,1/2 teaspoons,teaspoon,0.99989,,
2 containers TJ's Organic Low Sodium Chicken Broth,Organic Low Sodium Chicken Broth,0.957954,2.0,2 containers,containers,0.87369,,
"1 cup TJ's Organic Red Quinoa, rinsed and drained",Organic Red Quinoa,0.997838,1.0,1 cup,cup,0.999943,rinsed and drained,0.999479
"TJ's Grated Parmesan Cheese or Fresh Lemon, sliced, for garnish",Grated Parmesan Cheese Fresh Lemon,0.730658,,,,,sliced,0.986216
1/2 large TJ's Spaghetti Squash (seasonally available),Spaghetti Squash,0.991472,0.5,1/2,,0.999708,,
1/2 package TJ's Party Meatballs,Party Meatballs,0.999597,0.5,1/2 packages,packages,0.999908,,
1/2 jar TJ's Marinara Sauce,Marinara Sauce,0.999653,0.5,1/2 jars,jars,0.999897,,
2 pounds TJ's Chicken Thighs,Chicken Thighs,0.993994,2.0,2 pounds,pound,0.999822,,
"TJ's Organic Jasmine Rice, heated according to package directions",Organic Jasmine Rice,0.984393,,,,,heated according to package directions,0.998639
"TJ's Fresh Lime wedges and chopped Fresh Cilantro, for garnish",Fresh Lime wedges Fresh Cilantro,0.877453,,,,,chopped,0.902492
"1 bag TJ's Frozen Mélange &agrave; Trois (Red, Yellow & Green Bell Pepper Strips)",Frozen Mélange à Trois,0.999049,1.0,1 bag,bag,0.999043,Yellow,0.477028
1 package TJ's Pollo Asado Autentico,Pollo Asado Autentico,0.999534,1.0,1 package,package,0.999896,,
1 package TJ's Shawarma Chicken Thighs,Shawarma Chicken Thighs,0.999868,1.0,1 package,package,0.99995,,
1 cup TJ's Basmati Rice (dry),Basmati Rice (dry),0.982579,1.0,1 cup,cup,0.999966,,
1 pound TJ's Organic Ground Beef,Organic Ground Beef,0.999094,1.0,1 pound,pound,0.999792,,
1/3 cup finely shredded TJ's Cheddar with Caramelized Onions,Cheddar with Caramelized Onions,0.999481,0.3333333333333333,1/3 cups,cup,0.99985,finely shredded,0.998144
1 Tablespoon TJ's Sriracha & Roasted Garlic BBQ Sauce,Sriracha & Roasted Garlic BBQ Sauce,0.992447,1.0,1 Tablespoon,Tablespoon,0.999678,,
1/2 cup TJ's Real Mayonnaise,Real Mayonnaise,0.999173,0.5,1/2 cups,cup,0.999971,,
1 cube Dorot Garlic Cubes,Dorot Garlic Cubes,0.868914,1.0,1 cube,cube,0.999642,,
"6 Tablespoons TJ’s Organic Flake Coconut, divided",Organic Flake Coconut,0.998701,6.0,6 Tablespoons,Tablespoons,0.999674,divided,0.999781
"1 3/4 cup TJ’s Non-Dairy Coconut Beverage (Vanilla Flavor), divided",Non-Dairy Coconut Beverage (Vanilla Flavor),0.9871,1.75,1 3/4 cups,cup,0.999919,divided,0.99973
1 1/2 cups TJ’s Coconut Cold Brew Coffee Concentrate (or original TJ's Cold Brew Coffee Concentrate),Coconut Cold Brew Coffee Concentrate,0.999482,1.5,1 1/2 cups,cup,0.999958,,
"You will also need 12 wooden craft sticks, 12 small square pieces of foil and 12 small paper cups to use as molds",craft sticks,0.268524,,,,,,
1 cup TJ's Limone Alfredo Sauce,Limone Alfredo Sauce,0.999811,1.0,1 cup,cup,0.99996,,
1/2 bag TJ's Frozen Cooked Medium Shrimp,Frozen Cooked Medium Shrimp,0.999207,0.5,1/2 bags,bag,0.99957,,
"2 bags TJ's Roasted & Mashed Sweet Potatoes (seasonally available), defrosted",Roasted & Mashed Sweet Potatoes,0.982039,2.0,2 bags,bag,0.999559,defrosted,0.991796
1 tablespoon TJ's Vanilla Extract,Vanilla Extract,0.999752,1.0,1 tablespoon,tablespoon,0.999974,,
3/4 cup TJ's Sugar,Sugar,0.999505,0.75,3/4 cups,cup,0.999976,,
TJ's Coconut Oil Spray or Canola Oil Spray,Coconut Oil Spray Canola Oil Spray,0.8834715,,,,,,
1/3 cup finely chopped TJ's Uncrystallized Candied Ginger Pieces,Uncrystallized Candied Ginger Pieces,0.997283,0.3333333333333333,1/3 cups,cup,0.99992,finely chopped,0.999491
3/4 cup canned TJ's Organic Coconut Milk,canned Organic Coconut Milk,0.992744,0.75,3/4 cups,cup,0.999979,,
"TJ's Creamy Peanut Butter, melted (optional, for garnish)",Creamy Peanut Butter,0.99249,,,,,melted,0.99756
"TJ's Canola Oil or Coconut Oil Spray, to grease pan",Canola Oil Coconut Oil Spray,0.7748735,,,,,,
4 TJ's Apricots,Apricots,0.996845,4.0,4,,0.999245,,
"1 (4.5 oz.) tub TJ's Goat's Milk Creamy Cheese or 1 (5 oz.) log TJ's Chèvre with Honey, warmed to room temperature",Goat's Milk Creamy Cheese log Chèvre with Honey,0.990135,1.0,1,,0.999516,warmed to room temperature,0.999992
3 Tablespoons TJ's Sliced Honey Roasted Almonds,Sliced Honey Roasted Almonds,0.955943,3.0,3 Tablespoons,Tablespoons,0.999967,,
8 TJ's Coconut Macaroons (available Jan-Sep),Coconut Macaroons,0.999037,8.0,8,,0.998927,,
"2 rolls (1 pkg) TJ's Pie Crust, defrosted in fridge overnight",rolls Pie Crust,0.9796405,2.0,2,,0.99964,defrosted in fridge overnight,0.998257
"1 TJ's Meyer Lemon, juice only",Meyer Lemon,0.995364,1.0,1,,0.999143,,
"1 tsp TJ's Unbleached All Purpose Flour, plus more for rolling dough",Unbleached All Purpose Flour,0.996029,1.0,1 tsp,teaspoon,0.999815,,
1/4 cup TJ's Turbinado Sugar (optional for sanding tops),Turbinado Sugar,0.998958,0.25,1/4 cups,cup,0.999965,,
*You will also need a wide-mouthed jar or circular cookie cutter (3.5 in diameter = about 7 hand pies),wide-mouthed jar circular cookie cutter,0.513567,,,,,,
"1 lb assorted TJ's Nuts (TJ's Raw Cashew Pieces, TJ's Raw Pecan Pieces, TJ's Walnut Halves & Pieces)",assorted Nuts,0.976255,1.0,1 lb,pound,0.999764,,
"1 package TJ's Plain Bagels, sliced in half",Plain Bagels,0.999088,1.0,1 package,package,0.999858,sliced in half,0.998478
TJ's Bread & Butter Pickle Chips,Bread & Butter Pickle Chips,0.97969,,,,,,
1 TJ's Pretzel Bagel,Pretzel Bagel,0.997862,1.0,1,,0.998654,,
1 box TJ's Truffle Brownie Mix,Truffle Brownie Mix,0.999594,1.0,1 box,box,0.999886,,
1/4 cup TJ's Dried Montmorency Cherries,Dried Montmorency Cherries,0.999403,0.25,1/4 cups,cup,0.999971,,
1/4 cup TJ's Walnut Halves and Pieces,Walnut Halves and Pieces,0.977418,0.25,1/4 cups,cup,0.999962,,
"1 package TJ's Chocolate Chip Cookie Dough, softened to room temperature",Chocolate Chip Cookie Dough,0.99868,1.0,1 package,package,0.999804,softened to room temperature,0.999987
1 container TJ's Turkey Cranberry Apple Salad (seasonal),Turkey Cranberry Apple Salad,0.990763,1.0,1 container,container,0.978127,,
"3-4 leaves TJ's Organic Romaine Hearts, rinsed and torn into pieces",Organic Romaine Hearts,0.952507,3.0,3-4 leaf,leaf,0.906094,rinsed and torn into pieces,0.999859
"1 box (8 pieces) TJ's Toaster Waffles, heated",Toaster Waffles,0.995997,1.0,1 box,box,0.998086,heated,0.993328
1 32oz tub TJ's Greek Honey Yogurt,Greek Honey Yogurt,0.999546,1.0,1,,0.999966,,
"1 can TJ's Tuna in Olive Oil, drained",Tuna in Olive Oil,0.999798,1.0,1 can,can,0.999622,drained,0.996599
1 Tbsp diced TJ's Sweet Onion,diced Sweet Onion,0.901896,1.0,1 Tbsp,Tbsp,0.997675,,
2-3 TJ's Organic Romaine Lettuce leaves,Organic Romaine Lettuce leaves,0.989967,2.0,2-3,,0.99875,,
2 TJ's Pita Bread Pockets,Pita Bread Pockets,0.993834,2.0,2,,0.998798,,
1 pound TJ's frozen shrimp 70-110 medium peeled,frozen shrimp,0.995114,1.0,1 pound,pound,0.999934,peeled,0.997516
1 Tbsp fresh lime juice,fresh lime juice,0.998175,1.0,1 Tbsp,Tbsp,0.999934,,
1 Tbsp fresh lemon juice,fresh lemon juice,0.998394,1.0,1 Tbsp,Tbsp,0.99985,,
"1/2 medium red onion, finely minced",red onion,0.998519,0.5,1/2,,0.999924,finely minced,0.999057
"2 Tbsp. fresh cilantro, minced",fresh cilantro,0.994001,2.0,2 Tbsps,Tbsps,0.999954,minced,0.998782
"1 cup frozen peaches, thawed",frozen peaches,0.996124,1.0,1 cup,cup,0.999959,thawed,0.981577
1 medium ripe avocado,ripe avocado,0.997847,1.0,1,,0.999935,,
2 medium red bell peppers,red bell peppers,0.99864,2.0,2,,0.999936,,
TJ's Dry Toasted Pecan Pieces,Dry Toasted Pecan Pieces,0.995838,,,,,,
1/3 cup TJ's Half &Half,Half &Half,0.99929,0.3333333333333333,1/3 cups,cup,0.999976,,
"1 cup TJ's Shaved Cheese Blend, divided",Shaved Cheese Blend,0.999235,1.0,1 cup,cup,0.999917,divided,0.999253
"6 TJ's Super Sweet Baby Bell Peppers, cored and sliced into rings",Super Sweet Baby Bell Peppers,0.996543,6.0,6,,0.997916,cored and sliced into rings,0.999732
1/2 cup sliced TJ's Mini Pearl Grape Tomatoes (garnish),Mini Pearl Grape Tomatoes (garnish),0.936644,0.5,1/2 cups,cup,0.999611,sliced,0.980277
1 Tablespoon chopped TJ's Cilantro (garnish),Cilantro (garnish),0.833377,1.0,1 Tablespoon,Tablespoon,0.998069,chopped,0.789425
"1 can TJ's Yellowfin Tuna in Olive Oil, drained",Yellowfin Tuna in Olive Oil,0.9967,1.0,1 can,can,0.999763,drained,0.996599
2 tsp TJ's Mayo,Mayo,0.998578,2.0,2 tsps,teaspoon,0.999898,,
1 Tbsp diced TJ's Celery,diced Celery,0.746032,1.0,1 Tbsp,Tbsp,0.995563,,
1/4 cup TJ's Nonfat Greek Yogurt (any kind),Nonfat Greek Yogurt,0.999642,0.25,1/4 cups,cup,0.999935,,
1/2 cup TJ's Almond Beverage (Vanilla or Plain),Almond Beverage,0.995118,0.5,1/2 cups,cup,0.999935,,
1 Tbsp TJ's Chia Seeds,Chia Seeds,0.988568,1.0,1 Tbsp,Tbsp,0.997346,,
1 TJ’s Bagel,Bagel,0.99734,1.0,1,,0.999005,,
2-4 slices TJ’s Smoked Salmon,Smoked Salmon,0.994088,2.0,2-4 slice,slice,0.999849,,
2 Tbsp TJ’s Golden Raisins,Golden Raisins,0.997198,2.0,2 Tbsps,Tbsps,0.998563,,
2 TJ's Shrimp Seafood Burger Patties,Shrimp Seafood Burger Patties,0.998932,2.0,2,,0.998998,,
1 bag TJs Organic Spring Mix,TJs Organic Spring Mix,0.998779,1.0,1 bag,bag,0.999429,,
2 - 4 tablespoons TJs Carrot Ginger Miso Salad Dressing,TJs Carrot Ginger Miso Salad Dressing,0.99929,2.0,2-4 tablespoon,tablespoon,0.999958,,
1 Radish thinly sliced,Radish,0.655186,1.0,1,,0.979056,thinly sliced,0.945821
"2 TJ's Russet Potatoes, rinsed and dried",Russet Potatoes,0.99638,2.0,2,,0.998639,rinsed and dried,0.9939
"3 TJ's Whole Organic Carrots, rinsed and dried",Whole Organic Carrots,0.998029,3.0,3,,0.999408,rinsed and dried,0.997155
"1 bag TJ’s Tricolor Peppers, rinsed and dried",Tricolor Peppers,0.998938,1.0,1 bag,bag,0.999788,rinsed and dried,0.996642
"1 bag TJ’s Organic Broccoli Florets, rinsed and dried",Organic Broccoli Florets,0.994054,1.0,1 bag,bag,0.999274,rinsed and dried,0.993071
1 package TJ’s Spicy Italian Chicken Sausages (or your favorite TJ's fully cooked chicken sausage),Spicy Italian Chicken Sausages,0.997522,1.0,1 package,package,0.999816,,
2 bags TJ’s Frozen Rice Medley,Frozen Rice Medley,0.998735,2.0,2 bags,bag,0.99962,,
"1 package TJ's Frozen Brown Rice, microwaved according to package directions",Frozen Brown Rice,0.997933,1.0,1 package,package,0.999551,microwaved according to package directions,0.99622
"2 cups of your favorite roasted vegetables, cold or warm (we used Brussels Sprouts & Delicata Squash, feel free to sub in whatever you have on hand)",your favorite roasted vegetables,0.922048,2.0,2 cups,cup,0.998745,,
TJ's Pepita Salsa,Pepita Salsa,0.997398,,,,,,
"1 package TJ's Gourmet Pie Crusts, defrosted in the refrigerator",Gourmet Pie Crusts,0.999599,1.0,1 package,package,0.999811,defrosted in the refrigerator,0.998014
1 cup TJ's Organic Foursome Vegetables,Organic Foursome Vegetables,0.999401,1.0,1 cup,cup,0.999969,,
1 1/2 cups TJ's Just Chicken,Just Chicken,0.999627,1.5,1 1/2 cups,cup,0.99998,,
1 bottle TJ's Thai Yellow Curry Sauce,Thai Yellow Curry Sauce,0.999481,1.0,1 bottle,bottle,0.999855,,
"5 small, oven-safe ramekins",oven-safe ramekins,0.627771,5.0,5,,0.999933,,
small rimmed baking sheet,baking sheet,0.811909,,,,,rimmed,0.846193
4 cups shredded TJ's Zucchini (4-5 medium zucchinis),Zucchini zucchinis,0.696596,4.0,4 cups,cup,0.999066,shredded,0.977276
1/4 cup TJ's Balsamic Vinegar of Modena,Balsamic Vinegar of Modena,0.997958,0.25,1/4 cups,cup,0.999973,,
"2 cups frozen TJ's Roasted Corn, defrosted",frozen Roasted Corn,0.988863,2.0,2 cups,cup,0.999969,defrosted,0.987384
6 thick slices TJ's Artisan Bread (we used the Rustic variety),Artisan Bread,0.998571,6.0,6 thick slices,thick slices,0.986313,,
"3 TJ's Cara Cara Oranges (if unavailable, Navels or Valencias will work just fine)",Cara Cara Oranges,0.996068,3.0,3,,0.998267,,
1 1/2 cups TJ's Unsweetened Vanilla Almond Milk,Unsweetened Vanilla Almond Milk,0.998745,1.5,1 1/2 cups,cup,0.999986,,
1 cup TJ's Go Raw Trek Mix (or Oh My! Omega Trek Mix),Go Raw Trek Mix,0.998464,1.0,1 cup,cup,0.999955,,
2 dashes TJ's Nutmeg (optional - Seasonal product),Nutmeg,0.994454,2.0,2 dashes,dashes,0.999788,,
2 TJ's Organic Strawberries,Organic Strawberries,0.994134,2.0,2,,0.998635,,
1 TJ's Organic Banana,Organic Banana,0.994787,1.0,1,,0.993724,,
6 TJ's Organic Thompson Seedless Raisins,Organic Thompson Seedless Raisins,0.995781,6.0,6,,0.997624,,
1 package TJ's Chicken Breakfast Sausage,Chicken Breakfast Sausage,0.977001,1.0,1 package,package,0.999755,,
"3 slices TJ's Fully Cooked Bacon, diced, for garnish (optional)",Fully Cooked Bacon,0.996411,3.0,3 slices,slices,0.999774,diced,0.993766
"TJ's Cultured Butter, softened",Cultured Butter,0.994046,,,,,softened,0.999657
1 slice TJ's Sliced French Brioche,Sliced French Brioche,0.924547,1.0,1 slice,slice,0.999812,,
TJ's Traditional Whole Milk Ricotta Cheese OR Part Skim Ricotta Cheese,Traditional Whole Milk Ricotta Cheese Part Skim Ricotta Cheese,0.8143400000000001,,,,,,
TJ's Raspberry Preserves,Raspberry Preserves,0.991347,,,,,,
"3 TJ's Everything Bagels, sliced in half",Everything Bagels,0.996107,3.0,3,,0.996991,sliced in half,0.998214
1 tub TJ's Egg Salad,Egg Salad,0.999081,1.0,1 tub,tub,0.999878,,
1 container TJ's Greek Whole Milk Egg Nog Yogurt OR Cultured Coconut Nog (seasonal),Greek Whole Milk Egg Nog Yogurt Cultured Coconut Nog,0.8474265000000001,1.0,1 container,container,0.997773,,
Your favorite TJ's Granola,Your favorite Granola,0.977468,,,,,,
TJ's Pomegranate Seeds,Pomegranate Seeds,0.995276,,,,,,
"1 package TJ's Pie Crusts, thawed according to package directions",Pie Crusts,0.999421,1.0,1 package,package,0.999791,thawed according to package directions,0.998477
"2 trays TJ's Palak Paneer, microwaved according to package directions",trays Palak Paneer,0.988652,2.0,2,,0.998774,microwaved according to package directions,0.994982
TJ's Imported Olive Oil,Imported Olive Oil,0.996126,,,,,,
"1 package TJ's Gyoza Potstickers (Pork, Chicken, Shrimp or Vegetable)",Gyoza Potstickers,0.99782,1.0,1 package,package,0.999842,,
2 packages TJ's Low Sodium Chicken Broth,Low Sodium Chicken Broth,0.999467,2.0,2 packages,packages,0.999905,,
"TJ’s Crunchy Chili Onion, or your favorite TJ’s Hot Sauce (for garnish)",Crunchy Chili Onion your favorite Hot Sauce,0.9342185000000001,,,,,,
1/2 bar TJ's Pound Plus Dark Chocolate or TJ's Pound Plus 72% Cacao Dark Chocolate,Pound Plus Dark Chocolate Cacao Dark Chocolate,0.5524595,0.5,1/2 bars,bars,0.99879,,
2 packets TJ's Instant Coffee Packets All Dressed Up with Creamer & Sugar,Instant Coffee Packets All Dressed Up with Creamer & Sugar,0.998129,2.0,2 packets,packets,0.999358,,
"1/2 bag TJ's Dry Roasted & Salted Pistachios, shelled",Dry Roasted & Salted Pistachios,0.981844,0.5,1/2 bags,bag,0.999773,shelled,0.99775
10 of your favorite TJ's Joe-Joe's Cookies,your favorite Joe-Joe's Cookies,0.964166,10.0,10,,0.995543,,
"Handful TJ's Dried Apricots, diced",Dried Apricots,0.990749,,Handful,Handful,0.986584,diced,0.999396
1 TJ's Pizza Crust,Pizza Crust,0.998553,1.0,1,,0.998472,,
1 1/2 cups TJ's Organic Shredded Mozzarella Cheese,Organic Shredded Mozzarella Cheese,0.999345,1.5,1 1/2 cups,cup,0.999966,,
Sliced Pepperoni,Pepperoni,0.870897,,,,,Sliced,0.871743
"1 bag TJ's Organic Wild Blueberries, thawed and divided",Organic Wild Blueberries,0.995368,1.0,1 bag,bag,0.999227,thawed and divided,0.999618
1 TJ's Blarney Scone (Seasonal),Blarney Scone,0.995144,1.0,1,,0.99887,,
TJ's Seville Orange Marmalade,Seville Orange Marmalade,0.988519,,,,,,
Kerrygold® Irish Butter,Kerrygold® Irish Butter,0.994656,,,,,,
1 bag TJ's Sliced Crimini Mushrooms,Sliced Crimini Mushrooms,0.991264,1.0,1 bag,bag,0.999923,,
2 packages TJ's Miso Ginger Broth,Miso Ginger Broth,0.998415,2.0,2 packages,packages,0.999935,,
"1 package (16 oz.) TJ's Organic Extra Firm Sprouted Tofu, cut into bite-size pieces",Organic Extra Firm Sprouted Tofu,0.997898,1.0,1 package,package,0.999608,cut into bite-size pieces,0.999886
"TJ's Sesame Oil & Soy Sauce, for garnish",Sesame Oil & Soy Sauce,0.988912,,,,,,
"4 Fresh Sage leaves, chopped (plus more for garnish)",Fresh Sage leaves,0.997747,4.0,4,,0.999873,chopped,0.99925
TJ's Gone Berry Crazy Chocolate Covered Strawberry Slices,Gone Berry Crazy Chocolate Covered Strawberry Slices,0.997308,,,,,,
TJ's Organic Midnight Moo Chocolate Flavored Syrup,Organic Midnight Moo Chocolate Flavored Syrup,0.995803,,,,,,
TJ's Belgian Butter Waffle Cookies,Belgian Butter Waffle Cookies,0.994387,,,,,,
1 package TJ's Dry Rubbed Bacon,Dry Rubbed Bacon,0.999922,1.0,1 package,package,0.99994,,
"3-4 TJ's Kumato Tomatoes, sliced",Kumato Tomatoes,0.996798,3.0,3-4,,0.998953,sliced,0.997216
"TJ's Gluten Free Whole Grain or Multigrain Bread (toasted or untoasted, your call!)",Gluten Free Whole Grain Bread Gluten Free Whole Multigrain Bread,0.5786899999999999,,,,,toasted or untoasted,0.969955
2 packages TJ's Organic Chicken Drumsticks,Organic Chicken Drumsticks,0.9996,2.0,2 packages,packages,0.999916,,
TJ's BBQ Rub and Seasoning with Coffee and Garlic,BBQ Rub and Seasoning with Coffee and Garlic,0.981667,,,,,,
"1/3 TJ's Pumpkin Pie, broken into pieces (reserve some of the crust edges for garnish)",Pumpkin Pie,0.995329,0.3333333333333333,1/3,,0.996244,broken into pieces reserve some of the crust edges,0.986473
"1 ripe TJ's D'Anjou Pear, peeled, halved and cored",ripe D'Anjou Pear,0.997647,1.0,1,,0.999576,"peeled, halved and cored",0.999804
4 Tbsp TJ's Organic Grass Fed Plain Whole Milk Yogurt,Organic Grass Fed Plain Whole Milk Yogurt,0.991049,4.0,4 Tbsps,Tbsps,0.990779,,
1/2 cup TJ's Gluten Free Cranberry Maple Nut Granola,Gluten Free Cranberry Maple Nut Granola,0.998742,0.5,1/2 cups,cup,0.999934,,
"1 lb leftover cooked TJ's Turkey, diced",leftover cooked Turkey,0.893178,1.0,1 lb,pound,0.99963,diced,0.999766
1/2 cup TJ's Canned Corn,Canned Corn,0.998147,0.5,1/2 cups,cup,0.999956,,
1 TJ's Pie Pumpkin,Pie Pumpkin,0.999054,1.0,1,,0.998854,,
"1 TJ's Frozen Pie Crust, thawed according to package directions",Frozen Pie Crust,0.997762,1.0,1,,0.997678,thawed according to package directions,0.998512
1/2 cup to 1 cup whipping cream (use more for a larger Pie Pumpkin),whipping cream,0.999006,0.5,1/2-1 cup,cup,0.999979,,
"2 TJ's Gala Apples or TJ's Granny Smith Apples, diced",Gala Apples Granny Smith Apples Granny Smith Apples,0.688562,2.0,2,,0.995093,diced,0.999065
1/2 bag TJ's Organic Kale,Organic Kale,0.996047,0.5,1/2 bags,bag,0.999511,,
1/4 cup TJ's Organic Maple Syrup,Organic Maple Syrup,0.999545,0.25,1/4 cups,cup,0.999974,,
2 packages TJ's Spiced Pumpkin Madeleine Cookies (seasonal),Spiced Pumpkin Madeleine Cookies,0.999372,2.0,2 packages,packages,0.999848,,
1 TJ's Organic Unsweetened Açaí Purée packet,Organic Unsweetened Açaí Purée packet,0.987848,1.0,1,,0.998602,,
1/2 cup TJ's Frozen Organic Mixed Berry Blend,Frozen Organic Mixed Berry Blend,0.999787,0.5,1/2 cups,cup,0.9999,,
1/3 cup TJ's Toasted Coconut Granola,Toasted Coconut Granola,0.998304,0.3333333333333333,1/3 cups,cup,0.999979,,
"2 TJ's Fancy Medjool Dates, chopped",Fancy Medjool Dates,0.997368,2.0,2,,0.999219,chopped,0.997749
1 scoop of your favorite protein powder (optional),your favorite protein powder,0.929644,1.0,1 scoop,scoop,0.999373,,
"16 TJ's Dark Chocolate Peanut Butter Cups, wrappers removed",Dark Chocolate Peanut Butter Cups,0.990829,16.0,16,,0.99878,wrappers removed,0.990648
1 package (1 pound) TJ's Organic Grass Fed Ground Beef,Organic Grass Fed Ground Beef,0.997102,1.0,1 package,package,0.999386,,
TJ's Organic Sweet Bread & Butter Pickles,Organic Sweet Bread & Butter Pickles,0.977203,,,,,,
"TJ's Organic Ketchup & Yellow Mustard, for garnish",Organic Ketchup & Yellow Mustard,0.959619,,,,,,
1 package TJ's Chocolate Peppermint Loaf & Baking Mix (seasonal),Chocolate Peppermint Loaf & Baking Mix (seasonal),0.941559,1.0,1 package,package,0.999771,,
1 package TJ's Mini Marshmallows (seasonal),Mini Marshmallows,0.998961,1.0,1 package,package,0.99989,,
1 pound TJ's Ground Chicken,Ground Chicken,0.998297,1.0,1 pound,pound,0.999913,,
"1 package TJ's Chile & Garlic Cashews, chopped",Chile & Garlic Cashews,0.992765,1.0,1 package,package,0.999828,chopped,0.999092
1/2teaspoon TJ's salt,salt,0.997209,0.5,1/2 teaspoons,teaspoon,0.999973,,
6 cups TJ's Crunchy Cinnamon Squares Cereal,Crunchy Cinnamon Squares Cereal,0.999502,6.0,6 cups,cup,0.999972,,
1 bag TJ's Marshmallows (seasonal),Marshmallows,0.996796,1.0,1 bag,bag,0.999862,,
"1 container TJ's Peanut Butter Cups, unwrapped",Peanut Butter Cups,0.977197,1.0,1 container,container,0.99075,unwrapped,0.9936
8 ounces TJ's Brewed Ginger Beer,Brewed Ginger Beer,0.999304,8.0,8 ounces,ounce,0.999949,,
TJ's Plain Sparkling Mineral Water,Plain Sparkling Mineral Water,0.99742,,,,,,
"4 bags TJ's Peach Slices, thawed",Peach Slices,0.994972,4.0,4 bags,bag,0.999898,thawed,0.992691
1/4 teaspoon TJ's Ground Ginger (optional),Ground Ginger,0.997148,0.25,1/4 teaspoons,teaspoon,0.999863,,
4 scoops TJ's Cookie Butter Ice Cream or TJ's French Vanilla Ice Cream,Cookie Butter Ice Cream or French Vanilla Ice Cream,0.743288,4.0,4 scoops,scoops,0.998078,,
2 Tbsp Whipped Light Cream,Whipped Light Cream,0.915922,2.0,2 Tbsps,Tbsps,0.99883,,
